STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
       1303;2023112013:17;    1;  111.0;   37.0;   47.0;  13;    73.79;2023112014:00;eor
       1303;2023112014:17;    1;  124.0;   17.0;   18.0;   0;    78.33;2023112015:00;eor
       1303;2023112015:17;    1;  113.0;   11.0;   12.0;   0;    84.62;2023112016:00;eor
       1303;2023112016:17;    1;  113.0;    1.0;    1.0;   0;    92.24;2023112017:00;eor
       1303;2023112017:17;    1;  121.0;    0.0;    0.0;   0;   100.80;2023112018:00;eor
       1303;2023112018:17;    1;  114.0;    0.0;    0.0;   0;   109.92;2023112019:00;eor
       1303;2023112019:17;    1;  103.0;    0.0;    0.0;   0;   119.27;2023112020:00;eor
       1303;2023112020:17;    1;  110.0;    0.0;    0.0;   0;   128.44;2023112021:00;eor
       1303;2023112021:17;    1;  119.0;    0.0;    0.0;   0;   136.90;2023112022:00;eor
       1303;2023112022:17;    1;  121.0;    0.0;    0.0;   0;   143.79;2023112023:00;eor
       1303;2023112023:17;    1;  121.0;    0.0;    0.0;   0;   147.84;2023112100:00;eor
       1303;2023112100:17;    1;  121.0;    0.0;    0.0;   0;   147.85;2023112101:00;eor
       1303;2023112101:17;    1;  122.0;    0.0;    0.0;   0;   143.81;2023112102:00;eor
       1303;2023112102:17;    1;  123.0;    0.0;    0.0;   0;   136.94;2023112103:00;eor
       1303;2023112103:17;    1;  124.0;    0.0;    0.0;   0;   128.49;2023112104:00;eor
       1303;2023112104:17;    1;  123.0;    0.0;    0.0;   0;   119.33;2023112105:00;eor
       1303;2023112105:17;    1;  122.0;    0.0;    0.0;   0;   110.00;2023112106:00;eor
       1303;2023112106:17;    1;  123.0;    0.0;    0.0;   0;   100.89;2023112107:00;eor
       1303;2023112107:17;    1;  125.0;    0.0;    1.0;   0;    92.35;2023112108:00;eor
       1303;2023112108:17;    1;  126.0;   12.0;   13.0;   0;    84.75;2023112109:00;eor
       1303;2023112109:17;    1;  127.0;   16.0;   17.0;   0;    78.49;2023112110:00;eor
       1303;2023112110:17;    1;  128.0;   21.0;   22.0;   0;    73.98;2023112111:00;eor
       1303;2023112111:17;    1;  128.0;   30.0;   31.0;   0;    71.61;2023112112:00;eor
       1303;2023112112:17;    1;  128.0;   30.0;   31.0;   0;    71.62;2023112113:00;eor
       1303;2023112113:17;    1;  128.0;   19.0;   20.0;   0;    74.01;2023112114:00;eor
       1303;2023112114:17;    1;  128.0;    9.0;    9.0;   0;    78.53;2023112115:00;eor
       1303;2023112115:17;    1;  127.0;    2.0;    3.0;   0;    84.81;2023112116:00;eor
       1303;2023112116:17;    1;  125.0;    0.0;    0.0;   0;    92.42;2023112117:00;eor
       1303;2023112117:17;    1;  124.0;    0.0;    0.0;   0;   100.97;2023112118:00;eor
       1303;2023112118:17;    1;  121.0;    0.0;    0.0;   0;   110.09;2023112119:00;eor
       1303;2023112119:17;    1;  109.0;    0.0;    0.0;   0;   119.43;2023112120:00;eor
       1303;2023112120:18;    1;  106.0;    0.0;    0.0;   0;   128.61;2023112121:00;eor
       1303;2023112121:18;    1;  116.0;    0.0;    0.0;   0;   137.08;2023112122:00;eor
       1303;2023112122:18;    1;  116.0;    0.0;    0.0;   0;   143.99;2023112123:00;eor
       1303;2023112123:18;    1;  118.0;    0.0;    0.0;   0;   148.06;2023112200:00;eor
       1303;2023112200:18;    1;  115.0;    0.0;    0.0;   0;   148.07;2023112201:00;eor
       1303;2023112201:18;    1;  107.0;    0.0;    0.0;   0;   144.02;2023112202:00;eor
       1303;2023112202:18;    1;  108.0;    0.0;    0.0;   0;   137.12;2023112203:00;eor
       1303;2023112203:18;    1;  102.0;    0.0;    0.0;   0;   128.66;2023112204:00;eor
       1303;2023112204:18;    1;  101.0;    0.0;    0.0;   0;   119.49;2023112205:00;eor
       1303;2023112205:18;    1;   92.0;    0.0;    0.0;   0;   110.16;2023112206:00;eor
       1303;2023112206:18;    1;   88.0;    0.0;    0.0;   0;   101.06;2023112207:00;eor
       1303;2023112207:18;    1;   85.0;    1.0;    2.0;   0;    92.53;2023112208:00;eor
       1303;2023112208:18;    1;   85.0;   13.0;   30.0;  57;    84.94;2023112209:00;eor
       1303;2023112209:18;    1;   86.0;   25.0;   64.0;  60;    78.69;2023112210:00;eor
       1303;2023112210:18;    1;   94.0;   52.0;   67.0;  42;    74.19;2023112211:00;eor
       1303;2023112211:18;    1;   97.0;   62.0;   74.0;  28;    71.83;2023112212:00;eor
       1303;2023112212:18;    1;   98.0;   56.0;   65.0;  11;    71.84;2023112213:00;eor
       1303;2023112213:18;    1;   90.0;   31.0;   86.0;  50;    74.22;2023112214:00;eor
       1303;2023112214:18;    1;   98.0;   35.0;   42.0;  25;    78.73;2023112215:00;eor
       1303;2023112215:18;    1;  110.0;   11.0;   11.0;   0;    85.00;2023112216:00;eor
       1303;2023112216:18;    1;  116.0;    0.0;    0.0;   0;    92.60;2023112217:00;eor
       1303;2023112217:18;    1;  114.0;    0.0;    0.0;   0;   101.14;2023112218:00;eor
       1303;2023112218:18;    1;  112.0;    0.0;    0.0;   0;   110.25;2023112219:00;eor
       1303;2023112219:18;    1;  100.0;    0.0;    0.0;   0;   119.59;2023112220:00;eor
       1303;2023112220:18;    1;  116.0;    0.0;    0.0;   0;   128.78;2023112221:00;eor
       1303;2023112221:18;    1;  113.0;    0.0;    0.0;   0;   137.26;2023112222:00;eor
       1303;2023112222:18;    1;  116.0;    0.0;    0.0;   0;   144.19;2023112223:00;eor
       1303;2023112223:18;    1;  121.0;    0.0;    0.0;   0;   148.27;2023112300:00;eor
       1303;2023112300:18;    1;  121.0;    0.0;    0.0;   0;   148.28;2023112301:00;eor
       1303;2023112301:18;    1;  122.0;    0.0;    0.0;   0;   144.21;2023112302:00;eor
       1303;2023112302:18;    1;  122.0;    0.0;    0.0;   0;   137.30;2023112303:00;eor
       1303;2023112303:18;    1;  124.0;    0.0;    0.0;   0;   128.82;2023112304:00;eor
       1303;2023112304:18;    1;  125.0;    0.0;    0.0;   0;   119.65;2023112305:00;eor
       1303;2023112305:18;    1;  125.0;    0.0;    0.0;   0;   110.32;2023112306:00;eor
       1303;2023112306:18;    1;  126.0;    0.0;    0.0;   0;   101.22;2023112307:00;eor
       1303;2023112307:18;    1;  126.0;    0.0;    0.0;   0;    92.71;2023112308:00;eor
       1303;2023112308:18;    1;  127.0;    3.0;    3.0;   0;    85.13;2023112309:00;eor
       1303;2023112309:18;    1;  128.0;    8.0;    8.0;   0;    78.89;2023112310:00;eor
       1303;2023112310:18;    1;  128.0;   10.0;   10.0;   0;    74.40;2023112311:00;eor
       1303;2023112311:18;    1;  128.0;   10.0;   10.0;   0;    72.04;2023112312:00;eor
       1303;2023112312:18;    1;  129.0;   10.0;   10.0;   0;    72.05;2023112313:00;eor
       1303;2023112313:18;    1;  129.0;    7.0;    7.0;   0;    74.42;2023112314:00;eor
       1303;2023112314:18;    1;  129.0;    4.0;    4.0;   0;    78.93;2023112315:00;eor
       1303;2023112315:18;    1;  130.0;    1.0;    1.0;   0;    85.18;2023112316:00;eor
       1303;2023112316:18;    1;  131.0;    0.0;    0.0;   0;    92.77;2023112317:00;eor
       1303;2023112317:18;    1;  130.0;    0.0;    0.0;   0;   101.30;2023112318:00;eor
       1303;2023112318:18;    1;  131.0;    0.0;    0.0;   0;   110.41;2023112319:00;eor
       1303;2023112319:18;    1;  131.0;    0.0;    0.0;   0;   119.75;2023112320:00;eor
       1303;2023112320:18;    1;  131.0;    0.0;    0.0;   0;   128.94;2023112321:00;eor
       1303;2023112321:18;    1;  131.0;    0.0;    0.0;   0;   137.44;2023112322:00;eor
       1303;2023112322:18;    1;  130.0;    0.0;    0.0;   0;   144.38;2023112323:00;eor
       1303;2023112323:18;    1;  127.0;    0.0;    0.0;   0;   148.48;2023112400:00;eor
       1303;2023112400:18;    1;  124.0;    0.0;    0.0;   0;   148.49;2023112401:00;eor
       1303;2023112401:18;    1;  119.0;    0.0;    0.0;   0;   144.40;2023112402:00;eor
       1303;2023112402:18;    1;  105.0;    0.0;    0.0;   0;   137.47;2023112403:00;eor
       1303;2023112403:18;    1;   97.0;    0.0;    0.0;   0;   128.98;2023112404:00;eor
       1303;2023112404:18;    1;  113.0;    0.0;    0.0;   0;   119.81;2023112405:00;eor
       1303;2023112405:18;    1;  118.0;    0.0;    0.0;   0;   110.47;2023112406:00;eor
       1303;2023112406:18;    1;  113.0;    0.0;    0.0;   0;   101.38;2023112407:00;eor
       1303;2023112407:18;    1;  119.0;    0.0;    0.0;   0;    92.87;2023112408:00;eor
       1303;2023112408:18;    1;  119.0;    5.0;    6.0;   0;    85.31;2023112409:00;eor
       1303;2023112409:18;    1;  116.0;   23.0;   26.0;   4;    79.08;2023112410:00;eor
       1303;2023112410:18;    1;  116.0;   30.0;   32.0;   6;    74.60;2023112411:00;eor
       1303;2023112411:18;    1;  117.0;   36.0;   37.0;   1;    72.24;2023112412:00;eor
       1303;2023112412:18;    1;  111.0;   46.0;   50.0;   3;    72.25;2023112413:00;eor
       1303;2023112413:18;    1;  117.0;   38.0;   43.0;  10;    74.62;2023112414:00;eor
       1303;2023112414:18;    1;  116.0;   10.0;   10.0;   0;    79.12;2023112415:00;eor
       1303;2023112415:18;    1;  111.0;    7.0;    7.0;   0;    85.36;2023112416:00;eor
       1303;2023112416:18;    1;  111.0;    1.0;    1.0;   0;    92.94;2023112417:00;eor
       1303;2023112417:18;    1;  106.0;    0.0;    0.0;   0;   101.46;2023112418:00;eor
       1303;2023112418:18;    1;  108.0;    0.0;    0.0;   0;   110.56;2023112419:00;eor
       1303;2023112419:18;    1;  112.0;    0.0;    0.0;   0;   119.90;2023112420:00;eor
       1303;2023112420:18;    1;  108.0;    0.0;    0.0;   0;   129.10;2023112421:00;eor
       1303;2023112421:18;    1;  101.0;    0.0;    0.0;   0;   137.60;2023112422:00;eor
       1303;2023112422:18;    1;  109.0;    0.0;    0.0;   0;   144.56;2023112423:00;eor
       1303;2023112423:18;    1;   97.0;    0.0;    0.0;   0;   148.68;2023112500:00;eor
       1303;2023112500:18;    1;  107.0;    0.0;    0.0;   0;   148.69;2023112501:00;eor
       1303;2023112501:18;    1;   98.0;    0.0;    0.0;   0;   144.59;2023112502:00;eor
       1303;2023112502:18;    1;   91.0;    0.0;    0.0;   0;   137.63;2023112503:00;eor
       1303;2023112503:18;    1;   -999;    0.0;    0.0;   0;   129.14;2023112504:00;eor
       1303;2023112504:18;    1;  106.0;    0.0;    0.0;   0;   119.96;2023112505:00;eor
       1303;2023112505:18;    1;  103.0;    0.0;    0.0;   0;   110.63;2023112506:00;eor
       1303;2023112506:18;    1;  111.0;    0.0;    0.0;   0;   101.54;2023112507:00;eor
       1303;2023112507:18;    1;  109.0;    0.0;    0.0;   0;    93.04;2023112508:00;eor
       1303;2023112508:18;    1;  108.0;    6.0;    7.0;   0;    85.48;2023112509:00;eor
       1303;2023112509:19;    1;  116.0;   16.0;   16.0;   0;    79.26;2023112510:00;eor
       1303;2023112510:19;    1;  112.0;   46.0;   53.0;  11;    74.79;2023112511:00;eor
       1303;2023112511:19;    1;  118.0;   24.0;   24.0;   0;    72.44;2023112512:00;eor
       1303;2023112512:19;    1;  119.0;   24.0;   24.0;   0;    72.45;2023112513:00;eor
       1303;2023112513:19;    1;  120.0;   15.0;   16.0;   1;    74.81;2023112514:00;eor
       1303;2023112514:19;    1;  114.0;   18.0;   19.0;   0;    79.30;2023112515:00;eor
       1303;2023112515:19;    1;  112.0;   10.0;   11.0;   1;    85.53;2023112516:00;eor
       1303;2023112516:19;    1;  118.0;    0.0;    0.0;   0;    93.10;2023112517:00;eor
       1303;2023112517:19;    1;  116.0;    0.0;    0.0;   0;   101.61;2023112518:00;eor
       1303;2023112518:19;    1;  111.0;    0.0;    0.0;   0;   110.71;2023112519:00;eor
       1303;2023112519:19;    1;  110.0;    0.0;    0.0;   0;   120.05;2023112520:00;eor
       1303;2023112520:19;    1;  110.0;    0.0;    0.0;   0;   129.25;2023112521:00;eor
       1303;2023112521:19;    1;  113.0;    0.0;    0.0;   0;   137.76;2023112522:00;eor
       1303;2023112522:19;    1;  115.0;    0.0;    0.0;   0;   144.74;2023112523:00;eor
       1303;2023112523:19;    1;  115.0;    0.0;    0.0;   0;   148.87;2023112600:00;eor
       1303;2023112600:19;    1;  115.0;    0.0;    0.0;   0;   148.88;2023112601:00;eor
       1303;2023112601:19;    1;  115.0;    0.0;    0.0;   0;   144.76;2023112602:00;eor
       1303;2023112602:19;    1;  113.0;    0.0;    0.0;   0;   137.80;2023112603:00;eor
       1303;2023112603:19;    1;  110.0;    0.0;    0.0;   0;   129.29;2023112604:00;eor
       1303;2023112604:19;    1;  111.0;    0.0;    0.0;   0;   120.10;2023112605:00;eor
       1303;2023112605:19;    1;  115.0;    0.0;    0.0;   0;   110.77;2023112606:00;eor
       1303;2023112606:19;    1;  116.0;    0.0;    0.0;   0;   101.69;2023112607:00;eor
       1303;2023112607:19;    1;  117.0;    0.0;    0.0;   0;    93.20;2023112608:00;eor
       1303;2023112608:19;    1;  117.0;    5.0;    5.0;   0;    85.65;2023112609:00;eor
       1303;2023112609:19;    1;  118.0;   17.0;   18.0;   0;    79.44;2023112610:00;eor
       1303;2023112610:19;    1;  118.0;   29.0;   30.0;   0;    74.98;2023112611:00;eor
       1303;2023112611:19;    1;  119.0;   39.0;   40.0;   0;    72.63;2023112612:00;eor
       1303;2023112612:19;    1;  122.0;   29.0;   29.0;   0;    72.64;2023112613:00;eor
       1303;2023112613:19;    1;  122.0;   29.0;   29.0;   0;    75.00;2023112614:00;eor
       1303;2023112614:19;    1;  122.0;   11.0;   11.0;   0;    79.48;2023112615:00;eor
       1303;2023112615:19;    1;  122.0;    3.0;    4.0;   0;    85.70;2023112616:00;eor
       1303;2023112616:19;    1;  122.0;    0.0;    0.0;   0;    93.26;2023112617:00;eor
       1303;2023112617:19;    1;  122.0;    0.0;    0.0;   0;   101.76;2023112618:00;eor
       1303;2023112618:19;    1;  122.0;    0.0;    0.0;   0;   110.85;2023112619:00;eor
       1303;2023112619:19;    1;  121.0;    0.0;    0.0;   0;   120.19;2023112620:00;eor
       1303;2023112620:19;    1;  116.0;    0.0;    0.0;   0;   129.39;2023112621:00;eor
       1303;2023112621:19;    1;  114.0;    0.0;    0.0;   0;   137.92;2023112622:00;eor
       1303;2023112622:19;    1;  110.0;    0.0;    0.0;   0;   144.92;2023112623:00;eor
       1303;2023112623:19;    1;  110.0;    0.0;    0.0;   0;   149.06;2023112700:00;eor
       1303;2023112700:19;    1;  114.0;    0.0;    0.0;   0;   149.07;2023112701:00;eor
       1303;2023112701:19;    1;  117.0;    0.0;    0.0;   0;   144.94;2023112702:00;eor
       1303;2023112702:19;    1;  118.0;    0.0;    0.0;   0;   137.95;2023112703:00;eor
       1303;2023112703:19;    1;  117.0;    0.0;    0.0;   0;   129.43;2023112704:00;eor
       1303;2023112704:19;    1;  117.0;    0.0;    0.0;   0;   120.24;2023112705:00;eor
       1303;2023112705:19;    1;  117.0;    0.0;    0.0;   0;   110.91;2023112706:00;eor
       1303;2023112706:19;    1;  117.0;    0.0;    0.0;   0;   101.83;2023112707:00;eor
       1303;2023112707:19;    1;  117.0;    0.0;    0.0;   0;    93.35;2023112708:00;eor
       1303;2023112708:19;    1;  118.0;    1.0;    1.0;   0;    85.81;2023112709:00;eor
       1303;2023112709:19;    1;  117.0;    5.0;    5.0;   0;    79.61;2023112710:00;eor
       1303;2023112710:19;    1;  117.0;    8.0;    9.0;   0;    75.16;2023112711:00;eor
       1303;2023112711:19;    1;  117.0;   10.0;   10.0;   0;    72.82;2023112712:00;eor
       1303;2023112712:19;    1;  117.0;   11.0;   11.0;   0;    72.83;2023112713:00;eor
       1303;2023112713:19;    1;  117.0;   11.0;   11.0;   0;    75.18;2023112714:00;eor
       1303;2023112714:19;    1;  117.0;    7.0;    8.0;   0;    79.65;2023112715:00;eor
       1303;2023112715:19;    1;  117.0;    2.0;    2.0;   0;    85.86;2023112716:00;eor
       1303;2023112716:19;    1;  117.0;    0.0;    0.0;   0;    93.41;2023112717:00;eor
       1303;2023112717:19;    1;  117.0;    0.0;    0.0;   0;   101.90;2023112718:00;eor
       1303;2023112718:19;    1;  117.0;    0.0;    0.0;   0;   110.99;2023112719:00;eor
       1303;2023112719:19;    1;  117.0;    0.0;    0.0;   0;   120.33;2023112720:00;eor
       1303;2023112720:19;    1;  117.0;    0.0;    0.0;   0;   129.54;2023112721:00;eor
       1303;2023112721:19;    1;  116.0;    0.0;    0.0;   0;   138.07;2023112722:00;eor
       1303;2023112722:19;    1;  114.0;    0.0;    0.0;   0;   145.08;2023112723:00;eor
       1303;2023112723:19;    1;  114.0;    0.0;    0.0;   0;   149.24;2023112800:00;eor
       1303;2023112800:19;    1;  114.0;    0.0;    0.0;   0;   149.25;2023112801:00;eor
       1303;2023112801:19;    1;  114.0;    0.0;    0.0;   0;   145.10;2023112802:00;eor
       1303;2023112802:19;    1;  113.0;    0.0;    0.0;   0;   138.10;2023112803:00;eor
       1303;2023112803:19;    1;  113.0;    0.0;    0.0;   0;   129.57;2023112804:00;eor
       1303;2023112804:19;    1;  113.0;    0.0;    0.0;   0;   120.38;2023112805:00;eor
       1303;2023112805:19;    1;  112.0;    0.0;    0.0;   0;   111.05;2023112806:00;eor
       1303;2023112806:19;    1;  111.0;    0.0;    0.0;   0;   101.98;2023112807:00;eor
       1303;2023112807:19;    1;  107.0;    0.0;    0.0;   0;    93.50;2023112808:00;eor
       1303;2023112808:19;    1;   94.0;   10.0;   11.0;   0;    85.97;2023112809:00;eor
       1303;2023112809:19;    1;   82.0;   23.0;   59.0;  49;    79.78;2023112810:00;eor
       1303;2023112810:19;    1;  104.0;   38.0;   56.0;  29;    75.33;2023112811:00;eor
       1303;2023112811:19;    1;  109.0;   25.0;   29.0;   5;    73.00;2023112812:00;eor
       1303;2023112812:20;    1;  107.0;   32.0;   33.0;   1;    73.01;2023112813:00;eor
       1303;2023112813:20;    1;  108.0;   16.0;   17.0;   0;    75.35;2023112814:00;eor
       1303;2023112814:20;    1;  107.0;   10.0;   10.0;   0;    79.81;2023112815:00;eor
       1303;2023112815:20;    1;  108.0;    3.0;    3.0;   0;    86.01;2023112816:00;eor
       1303;2023112816:20;    1;   96.0;    0.0;    0.0;   0;    93.55;2023112817:00;eor
       1303;2023112817:20;    1;   90.0;    0.0;    0.0;   0;   102.04;2023112818:00;eor
       1303;2023112818:20;    1;   90.0;    0.0;    0.0;   0;   111.12;2023112819:00;eor
       1303;2023112819:20;    1;   81.0;    0.0;    0.0;   0;   120.46;2023112820:00;eor
       1303;2023112820:20;    1;   82.0;    0.0;    0.0;   0;   129.67;2023112821:00;eor
       1303;2023112821:20;    1;   90.0;    0.0;    0.0;   0;   138.22;2023112822:00;eor
       1303;2023112822:20;    1;   96.0;    0.0;    0.0;   0;   145.24;2023112823:00;eor
       1303;2023112823:20;    1;  105.0;    0.0;    0.0;   0;   149.42;2023112900:00;eor
       1303;2023112900:20;    1;  107.0;    0.0;    0.0;   0;   149.42;2023112901:00;eor
       1303;2023112901:20;    1;  103.0;    0.0;    0.0;   0;   145.26;2023112902:00;eor
       1303;2023112902:20;    1;  102.0;    0.0;    0.0;   0;   138.24;2023112903:00;eor
       1303;2023112903:20;    1;  109.0;    0.0;    0.0;   0;   129.71;2023112904:00;eor
       1303;2023112904:20;    1;  113.0;    0.0;    0.0;   0;   120.51;2023112905:00;eor
       1303;2023112905:20;    1;  114.0;    0.0;    0.0;   0;   111.18;2023112906:00;eor
       1303;2023112906:20;    1;  114.0;    0.0;    0.0;   0;   102.11;2023112907:00;eor
       1303;2023112907:20;    1;  114.0;    0.0;    0.0;   0;    93.64;2023112908:00;eor
       1303;2023112908:20;    1;  115.0;    2.0;    2.0;   0;    86.12;2023112909:00;eor
       1303;2023112909:20;    1;  115.0;    8.0;    9.0;   0;    79.94;2023112910:00;eor
       1303;2023112910:20;    1;  115.0;    8.0;    8.0;   0;    75.50;2023112911:00;eor
       1303;2023112911:20;    1;  114.0;   26.0;   26.0;   0;    73.17;2023112912:00;eor
       1303;2023112912:20;    1;  112.0;   34.0;   34.0;   0;    73.18;2023112913:00;eor
       1303;2023112913:20;    1;  107.0;   33.0;   34.0;   0;    75.52;2023112914:00;eor
       1303;2023112914:20;    1;   97.0;   38.0;   41.0;  20;    79.97;2023112915:00;eor
       1303;2023112915:20;    1;  102.0;    7.0;    7.0;   0;    86.16;2023112916:00;eor
       1303;2023112916:20;    1;  107.0;    0.0;    0.0;   0;    93.69;2023112917:00;eor
       1303;2023112917:20;    1;  102.0;    0.0;    0.0;   0;   102.17;2023112918:00;eor
       1303;2023112918:20;    1;   91.0;    0.0;    0.0;   0;   111.25;2023112919:00;eor
       1303;2023112919:20;    1;   92.0;    0.0;    0.0;   0;   120.59;2023112920:00;eor
       1303;2023112920:20;    1;   93.0;    0.0;    0.0;   0;   129.80;2023112921:00;eor
       1303;2023112921:20;    1;   -999;    0.0;    0.0;   0;   138.36;2023112922:00;eor
       1303;2023112922:20;    1;  104.0;    0.0;    0.0;   0;   145.40;2023112923:00;eor
       1303;2023112923:20;    1;  104.0;    0.0;    0.0;   0;   149.58;2023113000:00;eor
       1303;2023113000:20;    1;  106.0;    0.0;    0.0;   0;   149.59;2023113001:00;eor
       1303;2023113001:20;    1;  107.0;    0.0;    0.0;   0;   145.41;2023113002:00;eor
       1303;2023113002:20;    1;  104.0;    0.0;    0.0;   0;   138.38;2023113003:00;eor
       1303;2023113003:20;    1;  103.0;    0.0;    0.0;   0;   129.84;2023113004:00;eor
       1303;2023113004:20;    1;  106.0;    0.0;    0.0;   0;   120.63;2023113005:00;eor
       1303;2023113005:20;    1;  108.0;    0.0;    0.0;   0;   111.31;2023113006:00;eor
       1303;2023113006:20;    1;  108.0;    0.0;    0.0;   0;   102.24;2023113007:00;eor
       1303;2023113007:20;    1;  109.0;    0.0;    0.0;   0;    93.78;2023113008:00;eor
       1303;2023113008:20;    1;  109.0;   -999;   -999;   0;    86.26;2023113009:00;eor
       1303;2023113009:20;    1;  103.0;   -999;   -999;  19;    80.09;2023113010:00;eor
       1303;2023113010:20;    1;   96.0;   -999;   -999;  44;    75.66;2023113011:00;eor
       1303;2023113011:20;    1;   88.0;   -999;   -999;  60;    73.34;2023113012:00;eor
       1303;2023113012:20;    1;  102.0;   -999;   -999;  60;    73.34;2023113013:00;eor
       1303;2023113013:20;    1;  102.0;   -999;   -999;  32;    75.68;2023113014:00;eor
       1303;2023113014:20;    1;  100.0;   -999;   -999;  48;    80.12;2023113015:00;eor
       1303;2023113015:20;    1;   97.0;   -999;   -999;  23;    86.31;2023113016:00;eor
       1303;2023113016:20;    1;   92.0;    0.0;    0.0;   0;    93.83;2023113017:00;eor
       1303;2023113017:20;    1;   88.0;    0.0;    0.0;   0;   102.30;2023113018:00;eor
       1303;2023113018:20;    1;  110.0;    0.0;    0.0;   0;   111.37;2023113019:00;eor
       1303;2023113019:20;    1;  113.0;    0.0;    0.0;   0;   120.71;2023113020:00;eor
       1303;2023113020:20;    1;  113.0;    0.0;    0.0;   0;   129.93;2023113021:00;eor
       1303;2023113021:20;    1;  113.0;    0.0;    0.0;   0;   138.49;2023113022:00;eor
       1303;2023113022:20;    1;  113.0;    0.0;    0.0;   0;   145.54;2023113023:00;eor
       1303;2023113023:20;    1;  113.0;    0.0;    0.0;   0;   149.74;2023120100:00;eor
       1303;2023120100:20;    1;  112.0;    0.0;    0.0;   0;   149.75;2023120101:00;eor
       1303;2023120101:20;    1;  112.0;    0.0;    0.0;   0;   145.56;2023120102:00;eor
       1303;2023120102:20;    1;  111.0;    0.0;    0.0;   0;   138.52;2023120103:00;eor
       1303;2023120103:20;    1;  111.0;    0.0;    0.0;   0;   129.96;2023120104:00;eor
       1303;2023120104:20;    1;  111.0;    0.0;    0.0;   0;   120.75;2023120105:00;eor
       1303;2023120105:20;    1;  110.0;    0.0;    0.0;   0;   111.43;2023120106:00;eor
       1303;2023120106:20;    1;  110.0;    0.0;    0.0;   0;   102.37;2023120107:00;eor
       1303;2023120107:21;    1;  110.0;    0.0;    0.0;   0;    93.91;2023120108:00;eor
       1303;2023120108:21;    1;  110.0;    2.0;    2.0;   0;    86.40;2023120109:00;eor
       1303;2023120109:21;    1;  110.0;    5.0;    5.0;   0;    80.24;2023120110:00;eor
       1303;2023120110:21;    1;  110.0;    7.0;    8.0;   0;    75.81;2023120111:00;eor
       1303;2023120111:21;    1;  109.0;   13.0;   13.0;   0;    73.50;2023120112:00;eor
       1303;2023120112:21;    1;  109.0;   15.0;   15.0;   0;    73.50;2023120113:00;eor
       1303;2023120113:21;    1;  109.0;   10.0;   10.0;   0;    75.83;2023120114:00;eor
       1303;2023120114:21;    1;  108.0;    7.0;    7.0;   0;    80.27;2023120115:00;eor
       1303;2023120115:21;    1;  108.0;    2.0;    2.0;   0;    86.44;2023120116:00;eor
       1303;2023120116:21;    1;  107.0;    0.0;    0.0;   0;    93.96;2023120117:00;eor
       1303;2023120117:21;    1;  106.0;    0.0;    0.0;   0;   102.42;2023120118:00;eor
       1303;2023120118:21;    1;  106.0;    0.0;    0.0;   0;   111.49;2023120119:00;eor
       1303;2023120119:21;    1;  105.0;    0.0;    0.0;   0;   120.83;2023120120:00;eor
       1303;2023120120:21;    1;  105.0;    0.0;    0.0;   0;   130.05;2023120121:00;eor
       1303;2023120121:21;    1;  104.0;    0.0;    0.0;   0;   138.62;2023120122:00;eor
       1303;2023120122:21;    1;  105.0;    0.0;    0.0;   0;   145.69;2023120123:00;eor
       1303;2023120123:21;    1;  105.0;    0.0;    0.0;   0;   149.90;2023120200:00;eor
       1303;2023120200:21;    1;  105.0;    0.0;    0.0;   0;   149.90;2023120201:00;eor
       1303;2023120201:21;    1;  105.0;    0.0;    0.0;   0;   145.70;2023120202:00;eor
       1303;2023120202:21;    1;  105.0;    0.0;    0.0;   0;   138.64;2023120203:00;eor
       1303;2023120203:21;    1;  105.0;    0.0;    0.0;   0;   130.08;2023120204:00;eor
       1303;2023120204:21;    1;  105.0;    0.0;    0.0;   0;   120.87;2023120205:00;eor
       1303;2023120205:21;    1;  105.0;    0.0;    0.0;   0;   111.54;2023120206:00;eor
       1303;2023120206:21;    1;  104.0;    0.0;    0.0;   0;   102.48;2023120207:00;eor
       1303;2023120207:21;    1;  104.0;    0.0;    0.0;   0;    94.03;2023120208:00;eor
       1303;2023120208:21;    1;  104.0;    4.0;    4.0;   0;    86.54;2023120209:00;eor
       1303;2023120209:21;    1;   97.0;   20.0;   20.0;   0;    80.38;2023120210:00;eor
       1303;2023120210:21;    1;   80.0;   28.0;   70.0;  39;    75.96;2023120211:00;eor
       1303;2023120211:21;    1;   83.0;   43.0;   76.0;  51;    73.65;2023120212:00;eor
       1303;2023120212:21;    1;   83.0;   38.0;   84.0;  47;    73.65;2023120213:00;eor
       1303;2023120213:21;    1;   86.0;   40.0;   76.0;  48;    75.98;2023120214:00;eor
       1303;2023120214:21;    1;  102.0;   22.0;   27.0;  19;    80.41;2023120215:00;eor
       1303;2023120215:21;    1;   93.0;    7.0;    7.0;   0;    86.57;2023120216:00;eor
       1303;2023120216:21;    1;  100.0;    0.0;    0.0;   0;    94.08;2023120217:00;eor
       1303;2023120217:21;    1;  101.0;    0.0;    0.0;   0;   102.54;2023120218:00;eor
       1303;2023120218:21;    1;  103.0;    0.0;    0.0;   0;   111.60;2023120219:00;eor
       1303;2023120219:21;    1;  104.0;    0.0;    0.0;   0;   120.94;2023120220:00;eor
       1303;2023120220:21;    1;  104.0;    0.0;    0.0;   0;   130.16;2023120221:00;eor
